LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN2703900000000,27,39,"Dodge County, MN",2020,"12,025","11,371",654,5.4
CN2704100000000,27,41,"Douglas County, MN",2020,"21,237","20,198","1,039",4.9
CN2704300000000,27,43,"Faribault County, MN",2020,"7,685","7,231",454,5.9
CN2704500000000,27,45,"Fillmore County, MN",2020,"11,736","11,139",597,5.1
CN2704700000000,27,47,"Freeborn County, MN",2020,"16,029","15,108",921,5.7
CN2704900000000,27,49,"Goodhue County, MN",2020,"25,472","23,885","1,587",6.2
CN2705100000000,27,51,"Grant County, MN",2020,"3,215","3,033",182,5.7
CN2705300000000,27,53,"Hennepin County, MN",2020,"729,117","681,562","47,555",6.5
CN2705500000000,27,55,"Houston County, MN",2020,"9,937","9,490",447,4.5
CN2705700000000,27,57,"Hubbard County, MN",2020,"10,224","9,513",711,7.0
CN2705900000000,27,59,"Isanti County, MN",2020,"22,110","20,612","1,498",6.8
CN2706100000000,27,61,"Itasca County, MN",2020,"21,126","19,197","1,929",9.1
CN2706300000000,27,63,"Jackson County, MN",2020,"5,659","5,352",307,5.4
CN2706500000000,27,65,"Kanabec County, MN",2020,"8,089","7,353",736,9.1
CN2706700000000,27,67,"Kandiyohi County, MN",2020,"23,731","22,533","1,198",5.0
CN2706900000000,27,69,"Kittson County, MN",2020,"2,453","2,341",112,4.6
CN2707100000000,27,71,"Koochiching County, MN",2020,"6,125","5,689",436,7.1
CN2707300000000,27,73,"Lac qui Parle County, MN",2020,"3,821","3,646",175,4.6
CN2707500000000,27,75,"Lake County, MN",2020,"5,279","4,886",393,7.4
CN2707700000000,27,77,"Lake of the Woods County, MN",2020,"2,069","1,923",146,7.1
CN2707900000000,27,79,"Le Sueur County, MN",2020,"16,020","14,907","1,113",6.9
CN2708100000000,27,81,"Lincoln County, MN",2020,"2,936","2,797",139,4.7
CN2708300000000,27,83,"Lyon County, MN",2020,"13,839","13,187",652,4.7
CN2708500000000,27,85,"McLeod County, MN",2020,"19,959","18,843","1,116",5.6
CN2708700000000,27,87,"Mahnomen County, MN",2020,"2,196","1,892",304,13.8
CN2708900000000,27,89,"Marshall County, MN",2020,"5,171","4,807",364,7.0
CN2709100000000,27,91,"Martin County, MN",2020,"10,814","10,245",569,5.3
CN2709300000000,27,93,"Meeker County, MN",2020,"12,281","11,568",713,5.8
CN2709500000000,27,95,"Mille Lacs County, MN",2020,"13,876","12,754","1,122",8.1
CN2709700000000,27,97,"Morrison County, MN",2020,"18,113","16,894","1,219",6.7
CN2709900000000,27,99,"Mower County, MN",2020,"20,248","19,192","1,056",5.2
CN2710100000000,27,101,"Murray County, MN",2020,"4,513","4,262",251,5.6
CN2710300000000,27,103,"Nicollet County, MN",2020,"19,953","18,942","1,011",5.1
CN2710500000000,27,105,"Nobles County, MN",2020,"11,681","11,185",496,4.2
CN2710700000000,27,107,"Norman County, MN",2020,"3,427","3,213",214,6.2
CN2710900000000,27,109,"Olmsted County, MN",2020,"90,963","85,950","5,013",5.5
CN2711100000000,27,111,"Otter Tail County, MN",2020,"30,805","29,070","1,735",5.6
CN2711300000000,27,113,"Pennington County, MN",2020,"7,960","7,414",546,6.9
CN2711500000000,27,115,"Pine County, MN",2020,"13,167","11,902","1,265",9.6
CN2711700000000,27,117,"Pipestone County, MN",2020,"4,691","4,497",194,4.1
CN2711900000000,27,119,"Polk County, MN",2020,"16,225","15,289",936,5.8
CN2712100000000,27,121,"Pope County, MN",2020,"6,224","5,926",298,4.8
CN2712300000000,27,123,"Ramsey County, MN",2020,"296,696","276,272","20,424",6.9
CN2712500000000,27,125,"Red Lake County, MN",2020,"2,090","1,945",145,6.9
CN2712700000000,27,127,"Redwood County, MN",2020,"8,084","7,648",436,5.4
CN2712900000000,27,129,"Renville County, MN",2020,"7,818","7,328",490,6.3
CN2713100000000,27,131,"Rice County, MN",2020,"34,904","32,872","2,032",5.8
CN2713300000000,27,133,"Rock County, MN",2020,"5,421","5,235",186,3.4
CN2713500000000,27,135,"Roseau County, MN",2020,"8,552","8,082",470,5.5
CN2713700000000,27,137,"St. Louis County, MN",2020,"100,994","93,582","7,412",7.3
CN2713900000000,27,139,"Scott County, MN",2020,"87,179","82,103","5,076",5.8
CN2714100000000,27,141,"Sherburne County, MN",2020,"54,042","50,767","3,275",6.1
CN2714300000000,27,143,"Sibley County, MN",2020,"8,385","7,917",468,5.6
CN2714500000000,27,145,"Stearns County, MN",2020,"87,815","82,559","5,256",6.0
CN2714700000000,27,147,"Steele County, MN",2020,"19,582","18,433","1,149",5.9
CN2714900000000,27,149,"Stevens County, MN",2020,"6,060","5,875",185,3.1
CN2715100000000,27,151,"Swift County, MN",2020,"5,406","5,107",299,5.5
CN2715300000000,27,153,"Todd County, MN",2020,"12,682","11,923",759,6.0
CN2715500000000,27,155,"Traverse County, MN",2020,"1,916","1,837",79,4.1
CN2715700000000,27,157,"Wabasha County, MN",2020,"12,002","11,343",659,5.5
CN2715900000000,27,159,"Wadena County, MN",2020,"6,851","6,366",485,7.1
CN2716100000000,27,161,"Waseca County, MN",2020,"10,075","9,497",578,5.7
CN2716300000000,27,163,"Washington County, MN",2020,"143,592","135,293","8,299",5.8
CN2716500000000,27,165,"Watonwan County, MN",2020,"6,058","5,748",310,5.1
CN2716700000000,27,167,"Wilkin County, MN",2020,"3,533","3,385",148,4.2
CN2716900000000,27,169,"Winona County, MN",2020,"28,832","27,431","1,401",4.9
CN2717100000000,27,171,"Wright County, MN",2020,"78,835","74,484","4,351",5.5
CN2717300000000,27,173,"Yellow Medicine County, MN",2020,"5,273","5,025",248,4.7
CN2800100000000,28,1,"Adams County, MS",2020,"9,863","8,735","1,128",11.4
CN2800300000000,28,3,"Alcorn County, MS",2020,"14,237","13,328",909,6.4
CN2800500000000,28,5,"Amite County, MS",2020,"4,256","3,888",368,8.6
CN2800700000000,28,7,"Attala County, MS",2020,"6,989","6,426",563,8.1
CN2800900000000,28,9,"Benton County, MS",2020,"3,288","3,050",238,7.2
CN2801100000000,28,11,"Bolivar County, MS",2020,"10,684","9,708",976,9.1
CN2801300000000,28,13,"Calhoun County, MS",2020,"5,566","5,138",428,7.7
CN2801500000000,28,15,"Carroll County, MS",2020,"3,647","3,390",257,7.0
CN2801700000000,28,17,"Chickasaw County, MS",2020,"6,693","5,963",730,10.9
CN2801900000000,28,19,"Choctaw County, MS",2020,"3,052","2,828",224,7.3
