LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0207000000000,2,70,"Dillingham Census Area, AK",2023,"1,702","1,595",107,6.3
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2023,"45,048","43,354","1,694",3.8
CN0210000000000,2,100,"Haines Borough, AK",2023,861,795,66,7.7
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2023,"1,363","1,288",75,5.5
CN0211000000000,2,110,"Juneau Borough/city, AK",2023,"16,969","16,449",520,3.1
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2023,"27,051","25,706","1,345",5.0
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2023,"7,211","6,959",252,3.5
CN0215000000000,2,150,"Kodiak Island Borough, AK",2023,"5,974","5,722",252,4.2
CN0215800000000,2,158,"Kusilvak Census Area, AK",2023,"2,321","1,979",342,14.7
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2023,722,685,37,5.1
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2023,"51,902","49,443","2,459",4.7
CN0218000000000,2,180,"Nome Census Area, AK",2023,"4,013","3,703",310,7.7
CN0218500000000,2,185,"North Slope Borough, AK",2023,"5,213","5,044",169,3.2
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2023,"2,966","2,698",268,9.0
CN0219500000000,2,195,"Petersburg Borough, AK",2023,"1,506","1,435",71,4.7
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2023,"2,400","2,225",175,7.3
CN0222000000000,2,220,"Sitka Borough/city, AK",2023,"4,484","4,349",135,3.0
CN0223000000000,2,230,"Skagway Municipality, AK",2023,865,820,45,5.2
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2023,"3,243","3,065",178,5.5
CN0227500000000,2,275,"Wrangell Borough/city, AK",2023,772,733,39,5.1
CN0228200000000,2,282,"Yakutat Borough/city, AK",2023,373,353,20,5.4
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2023,"2,570","2,353",217,8.4
CN0400100000000,4,1,"Apache County, AZ",2023,"18,619","17,332","1,287",6.9
CN0400300000000,4,3,"Cochise County, AZ",2023,"47,917","45,809","2,108",4.4
CN0400500000000,4,5,"Coconino County, AZ",2023,"73,966","70,987","2,979",4.0
CN0400700000000,4,7,"Gila County, AZ",2023,"21,121","20,287",834,3.9
CN0400900000000,4,9,"Graham County, AZ",2023,"16,431","15,846",585,3.6
CN0401100000000,4,11,"Greenlee County, AZ",2023,"5,138","5,010",128,2.5
CN0401200000000,4,12,"La Paz County, AZ",2023,"5,914","5,558",356,6.0
CN0401300000000,4,13,"Maricopa County, AZ",2023,"2,449,608","2,371,149","78,459",3.2
CN0401500000000,4,15,"Mohave County, AZ",2023,"86,495","82,619","3,876",4.5
CN0401700000000,4,17,"Navajo County, AZ",2023,"37,300","35,178","2,122",5.7
CN0401900000000,4,19,"Pima County, AZ",2023,"493,940","476,120","17,820",3.6
CN0402100000000,4,21,"Pinal County, AZ",2023,"213,730","205,791","7,939",3.7
CN0402300000000,4,23,"Santa Cruz County, AZ",2023,"20,839","19,444","1,395",6.7
CN0402500000000,4,25,"Yavapai County, AZ",2023,"105,485","101,683","3,802",3.6
CN0402700000000,4,27,"Yuma County, AZ",2023,"98,583","86,528","12,055",12.2
CN0500100000000,5,1,"Arkansas County, AR",2023,"7,911","7,686",225,2.8
CN0500300000000,5,3,"Ashley County, AR",2023,"6,451","6,109",342,5.3
CN0500500000000,5,5,"Baxter County, AR",2023,"16,484","15,896",588,3.6
CN0500700000000,5,7,"Benton County, AR",2023,"158,117","154,275","3,842",2.4
CN0500900000000,5,9,"Boone County, AR",2023,"16,667","16,179",488,2.9
CN0501100000000,5,11,"Bradley County, AR",2023,"3,807","3,629",178,4.7
CN0501300000000,5,13,"Calhoun County, AR",2023,"1,988","1,925",63,3.2
CN0501500000000,5,15,"Carroll County, AR",2023,"11,906","11,550",356,3.0
CN0501700000000,5,17,"Chicot County, AR",2023,"3,207","3,050",157,4.9
CN0501900000000,5,19,"Clark County, AR",2023,"9,309","8,932",377,4.0
CN0502100000000,5,21,"Clay County, AR",2023,"5,950","5,737",213,3.6
CN0502300000000,5,23,"Cleburne County, AR",2023,"9,884","9,540",344,3.5
CN0502500000000,5,25,"Cleveland County, AR",2023,"3,012","2,916",96,3.2
CN0502700000000,5,27,"Columbia County, AR",2023,"8,837","8,488",349,3.9
CN0502900000000,5,29,"Conway County, AR",2023,"9,247","8,945",302,3.3
CN0503100000000,5,31,"Craighead County, AR",2023,"55,237","53,709","1,528",2.8
CN0503300000000,5,33,"Crawford County, AR",2023,"25,705","24,857",848,3.3
CN0503500000000,5,35,"Crittenden County, AR",2023,"20,499","19,677",822,4.0
CN0503700000000,5,37,"Cross County, AR",2023,"7,282","7,055",227,3.1
CN0503900000000,5,39,"Dallas County, AR",2023,"2,666","2,569",97,3.6
CN0504100000000,5,41,"Desha County, AR",2023,"4,200","3,988",212,5.0
CN0504300000000,5,43,"Drew County, AR",2023,"7,657","7,372",285,3.7
CN0504500000000,5,45,"Faulkner County, AR",2023,"64,445","62,623","1,822",2.8
CN0504700000000,5,47,"Franklin County, AR",2023,"7,169","6,945",224,3.1
CN0504900000000,5,49,"Fulton County, AR",2023,"4,002","3,835",167,4.2
CN0505100000000,5,51,"Garland County, AR",2023,"43,723","42,243","1,480",3.4
CN0505300000000,5,53,"Grant County, AR",2023,"8,558","8,321",237,2.8
CN0505500000000,5,55,"Greene County, AR",2023,"20,135","19,497",638,3.2
CN0505700000000,5,57,"Hempstead County, AR",2023,"8,445","8,161",284,3.4
CN0505900000000,5,59,"Hot Spring County, AR",2023,"13,398","12,936",462,3.4
CN0506100000000,5,61,"Howard County, AR",2023,"5,016","4,846",170,3.4
CN0506300000000,5,63,"Independence County, AR",2023,"17,509","16,944",565,3.2
CN0506500000000,5,65,"Izard County, AR",2023,"4,109","3,885",224,5.5
CN0506700000000,5,67,"Jackson County, AR",2023,"5,599","5,336",263,4.7
CN0506900000000,5,69,"Jefferson County, AR",2023,"24,694","23,581","1,113",4.5
CN0507100000000,5,71,"Johnson County, AR",2023,"10,324","9,914",410,4.0
CN0507300000000,5,73,"Lafayette County, AR",2023,"2,189","2,091",98,4.5
CN0507500000000,5,75,"Lawrence County, AR",2023,"6,673","6,457",216,3.2
CN0507700000000,5,77,"Lee County, AR",2023,"2,412","2,287",125,5.2
CN0507900000000,5,79,"Lincoln County, AR",2023,"3,328","3,190",138,4.1
CN0508100000000,5,81,"Little River County, AR",2023,"5,040","4,870",170,3.4
CN0508300000000,5,83,"Logan County, AR",2023,"8,963","8,651",312,3.5
CN0508500000000,5,85,"Lonoke County, AR",2023,"35,785","34,848",937,2.6
CN0508700000000,5,87,"Madison County, AR",2023,"8,050","7,848",202,2.5
CN0508900000000,5,89,"Marion County, AR",2023,"5,492","5,243",249,4.5
CN0509100000000,5,91,"Miller County, AR",2023,"16,744","16,092",652,3.9
CN0509300000000,5,93,"Mississippi County, AR",2023,"18,498","17,715",783,4.2
CN0509500000000,5,95,"Monroe County, AR",2023,"2,734","2,641",93,3.4
CN0509700000000,5,97,"Montgomery County, AR",2023,"3,072","2,938",134,4.4
CN0509900000000,5,99,"Nevada County, AR",2023,"2,630","2,511",119,4.5
CN0510100000000,5,101,"Newton County, AR",2023,"2,630","2,533",97,3.7
CN0510300000000,5,103,"Ouachita County, AR",2023,"9,232","8,879",353,3.8
CN0510500000000,5,105,"Perry County, AR",2023,"4,182","4,034",148,3.5
CN0510700000000,5,107,"Phillips County, AR",2023,"4,899","4,590",309,6.3
CN0510900000000,5,109,"Pike County, AR",2023,"4,347","4,216",131,3.0
CN0511100000000,5,111,"Poinsett County, AR",2023,"9,809","9,500",309,3.2
CN0511300000000,5,113,"Polk County, AR",2023,"7,422","7,156",266,3.6
CN0511500000000,5,115,"Pope County, AR",2023,"27,874","26,816","1,058",3.8
CN0511700000000,5,117,"Prairie County, AR",2023,"3,626","3,521",105,2.9
CN0511900000000,5,119,"Pulaski County, AR",2023,"194,494","188,477","6,017",3.1
CN0512100000000,5,121,"Randolph County, AR",2023,"7,309","7,060",249,3.4
CN0512300000000,5,123,"St. Francis County, AR",2023,"7,607","7,266",341,4.5
CN0512500000000,5,125,"Saline County, AR",2023,"64,462","62,797","1,665",2.6
CN0512700000000,5,127,"Scott County, AR",2023,"4,213","4,088",125,3.0
CN0512900000000,5,129,"Searcy County, AR",2023,"3,183","3,064",119,3.7
CN0513100000000,5,131,"Sebastian County, AR",2023,"58,649","56,800","1,849",3.2
CN0513300000000,5,133,"Sevier County, AR",2023,"7,021","6,832",189,2.7
CN0513500000000,5,135,"Sharp County, AR",2023,"6,405","6,173",232,3.6
CN0513700000000,5,137,"Stone County, AR",2023,"4,047","3,866",181,4.5
CN0513900000000,5,139,"Union County, AR",2023,"15,895","15,242",653,4.1
CN0514100000000,5,141,"Van Buren County, AR",2023,"5,845","5,618",227,3.9
CN0514300000000,5,143,"Washington County, AR",2023,"131,553","128,316","3,237",2.5
CN0514500000000,5,145,"White County, AR",2023,"33,477","32,357","1,120",3.3
CN0514700000000,5,147,"Woodruff County, AR",2023,"2,904","2,809",95,3.3
CN0514900000000,5,149,"Yell County, AR",2023,"9,281","9,000",281,3.0
CN0600100000000,6,1,"Alameda County, CA",2023,"866,307","833,179","33,128",3.8
CN0600300000000,6,3,"Alpine County, CA",2023,419,385,34,8.1
CN0600500000000,6,5,"Amador County, CA",2023,"14,753","13,996",757,5.1
CN0600700000000,6,7,"Butte County, CA",2023,"90,768","86,048","4,720",5.2
CN0600900000000,6,9,"Calaveras County, CA",2023,"17,748","16,830",918,5.2
CN0601100000000,6,11,"Colusa County, CA",2023,"11,076","9,705","1,371",12.4
CN0601300000000,6,13,"Contra Costa County, CA",2023,"582,179","559,619","22,560",3.9
CN0601500000000,6,15,"Del Norte County, CA",2023,"8,949","8,414",535,6.0
CN0601700000000,6,17,"El Dorado County, CA",2023,"88,847","85,181","3,666",4.1
CN0601900000000,6,19,"Fresno County, CA",2023,"459,009","424,716","34,293",7.5
CN0602100000000,6,21,"Glenn County, CA",2023,"11,970","11,170",800,6.7
CN0602300000000,6,23,"Humboldt County, CA",2023,"59,225","56,483","2,742",4.6
CN0602500000000,6,25,"Imperial County, CA",2023,"71,462","58,902","12,560",17.6
CN0602700000000,6,27,"Inyo County, CA",2023,"8,150","7,825",325,4.0
CN0602900000000,6,29,"Kern County, CA",2023,"401,412","368,651","32,761",8.2
CN0603100000000,6,31,"Kings County, CA",2023,"56,836","52,029","4,807",8.5
CN0603300000000,6,33,"Lake County, CA",2023,"25,127","23,447","1,680",6.7
CN0603500000000,6,35,"Lassen County, CA",2023,"7,981","7,533",448,5.6
CN0603700000000,6,37,"Los Angeles County, CA",2023,"5,055,267","4,799,021","256,246",5.1
CN0603900000000,6,39,"Madera County, CA",2023,"68,351","63,513","4,838",7.1
CN0604100000000,6,41,"Marin County, CA",2023,"125,104","120,769","4,335",3.5
CN0604300000000,6,43,"Mariposa County, CA",2023,"7,090","6,707",383,5.4
CN0604500000000,6,45,"Mendocino County, CA",2023,"36,349","34,573","1,776",4.9
CN0604700000000,6,47,"Merced County, CA",2023,"118,893","108,163","10,730",9.0
CN0604900000000,6,49,"Modoc County, CA",2023,"3,065","2,861",204,6.7
CN0605100000000,6,51,"Mono County, CA",2023,"8,451","8,124",327,3.9
CN0605300000000,6,53,"Monterey County, CA",2023,"216,632","201,428","15,204",7.0
CN0605500000000,6,55,"Napa County, CA",2023,"73,037","70,540","2,497",3.4
CN0605700000000,6,57,"Nevada County, CA",2023,"46,420","44,509","1,911",4.1
CN0605900000000,6,59,"Orange County, CA",2023,"1,611,700","1,555,735","55,965",3.5
CN0606100000000,6,61,"Placer County, CA",2023,"201,746","194,383","7,363",3.6
CN0606300000000,6,63,"Plumas County, CA",2023,"7,570","7,037",533,7.0
CN0606500000000,6,65,"Riverside County, CA",2023,"1,165,547","1,110,125","55,422",4.8
CN0606700000000,6,67,"Sacramento County, CA",2023,"763,565","730,900","32,665",4.3
CN0606900000000,6,69,"San Benito County, CA",2023,"34,289","32,335","1,954",5.7
CN0607100000000,6,71,"San Bernardino County, CA",2023,"1,014,783","967,945","46,838",4.6
CN0607300000000,6,73,"San Diego County, CA",2023,"1,636,701","1,575,726","60,975",3.7
CN0607500000000,6,75,"San Francisco County/city, CA",2023,"517,201","499,543","17,658",3.4
CN0607700000000,6,77,"San Joaquin County, CA",2023,"363,355","341,635","21,720",6.0
CN0607900000000,6,79,"San Luis Obispo County, CA",2023,"132,461","127,717","4,744",3.6
CN0608100000000,6,81,"San Mateo County, CA",2023,"422,737","409,632","13,105",3.1
CN0608300000000,6,83,"Santa Barbara County, CA",2023,"220,025","211,137","8,888",4.0
CN0608500000000,6,85,"Santa Clara County, CA",2023,"1,021,931","985,754","36,177",3.5
CN0608700000000,6,87,"Santa Cruz County, CA",2023,"135,140","127,671","7,469",5.5
CN0608900000000,6,89,"Shasta County, CA",2023,"78,029","74,248","3,781",4.8
CN0609100000000,6,91,"Sierra County, CA",2023,"1,306","1,241",65,5.0
CN0609300000000,6,93,"Siskiyou County, CA",2023,"16,068","15,010","1,058",6.6
CN0609500000000,6,95,"Solano County, CA",2023,"213,969","204,576","9,393",4.4
CN0609700000000,6,97,"Sonoma County, CA",2023,"246,646","237,803","8,843",3.6
CN0609900000000,6,99,"Stanislaus County, CA",2023,"249,301","233,639","15,662",6.3
CN0610100000000,6,101,"Sutter County, CA",2023,"44,910","41,286","3,624",8.1
CN0610300000000,6,103,"Tehama County, CA",2023,"27,213","25,701","1,512",5.6
CN0610500000000,6,105,"Trinity County, CA",2023,"5,247","4,956",291,5.5
CN0610700000000,6,107,"Tulare County, CA",2023,"217,068","195,830","21,238",9.8
CN0610900000000,6,109,"Tuolumne County, CA",2023,"20,648","19,644","1,004",4.9
CN0611100000000,6,111,"Ventura County, CA",2023,"416,948","399,589","17,359",4.2
CN0611300000000,6,113,"Yolo County, CA",2023,"109,272","104,069","5,203",4.8
CN0611500000000,6,115,"Yuba County, CA",2023,"34,748","32,597","2,151",6.2
CN0800100000000,8,1,"Adams County, CO",2023,"300,077","289,853","10,224",3.4
CN0800300000000,8,3,"Alamosa County, CO",2023,"7,869","7,553",316,4.0
CN0800500000000,8,5,"Arapahoe County, CO",2023,"374,588","362,354","12,234",3.3
CN0800700000000,8,7,"Archuleta County, CO",2023,"6,504","6,273",231,3.6
CN0800900000000,8,9,"Baca County, CO",2023,"1,642","1,601",41,2.5
CN0801100000000,8,11,"Bent County, CO",2023,"1,743","1,675",68,3.9
CN0801300000000,8,13,"Boulder County, CO",2023,"193,551","187,453","6,098",3.2
CN0801400000000,8,14,"Broomfield County/city, CO",2023,"45,346","43,940","1,406",3.1
CN0801500000000,8,15,"Chaffee County, CO",2023,"10,019","9,708",311,3.1
CN0801700000000,8,17,"Cheyenne County, CO",2023,947,924,23,2.4
CN0801900000000,8,19,"Clear Creek County, CO",2023,"5,690","5,514",176,3.1
CN0802100000000,8,21,"Conejos County, CO",2023,"3,428","3,302",126,3.7
CN0802300000000,8,23,"Costilla County, CO",2023,"1,327","1,248",79,6.0
CN0802500000000,8,25,"Crowley County, CO",2023,"1,720","1,660",60,3.5
CN0802700000000,8,27,"Custer County, CO",2023,"2,174","2,098",76,3.5
CN0802900000000,8,29,"Delta County, CO",2023,"11,690","11,169",521,4.5
CN0803100000000,8,31,"Denver County/city, CO",2023,"446,704","431,531","15,173",3.4
CN0803300000000,8,33,"Dolores County, CO",2023,"1,083","1,045",38,3.5
CN0803500000000,8,35,"Douglas County, CO",2023,"222,178","215,660","6,518",2.9
CN0803700000000,8,37,"Eagle County, CO",2023,"34,332","33,376",956,2.8
CN0803900000000,8,39,"Elbert County, CO",2023,"16,124","15,674",450,2.8
CN0804100000000,8,41,"El Paso County, CO",2023,"376,677","363,942","12,735",3.4
CN0804300000000,8,43,"Fremont County, CO",2023,"15,367","14,610",757,4.9
CN0804500000000,8,45,"Garfield County, CO",2023,"32,994","32,011",983,3.0
CN0804700000000,8,47,"Gilpin County, CO",2023,"3,697","3,590",107,2.9
CN0804900000000,8,49,"Grand County, CO",2023,"9,178","8,912",266,2.9
CN0805100000000,8,51,"Gunnison County, CO",2023,"10,545","10,241",304,2.9
CN0805300000000,8,53,"Hinsdale County, CO",2023,375,363,12,3.2
CN0805500000000,8,55,"Huerfano County, CO",2023,"2,401","2,250",151,6.3
CN0805700000000,8,57,"Jackson County, CO",2023,715,695,20,2.8
CN0805900000000,8,59,"Jefferson County, CO",2023,"337,964","327,393","10,571",3.1
CN0806100000000,8,61,"Kiowa County, CO",2023,708,690,18,2.5
CN0806300000000,8,63,"Kit Carson County, CO",2023,"3,838","3,749",89,2.3
CN0806500000000,8,65,"Lake County, CO",2023,"4,433","4,310",123,2.8
CN0806700000000,8,67,"La Plata County, CO",2023,"28,922","27,968",954,3.3
CN0806900000000,8,69,"Larimer County, CO",2023,"206,039","199,591","6,448",3.1
CN0807100000000,8,71,"Las Animas County, CO",2023,"5,837","5,534",303,5.2
CN0807300000000,8,73,"Lincoln County, CO",2023,"1,683","1,620",63,3.7
CN0807500000000,8,75,"Logan County, CO",2023,"10,452","10,168",284,2.7
CN0807700000000,8,77,"Mesa County, CO",2023,"78,628","75,821","2,807",3.6
CN0807900000000,8,79,"Mineral County, CO",2023,412,399,13,3.2
CN0808100000000,8,81,"Moffat County, CO",2023,"6,326","6,091",235,3.7
CN0808300000000,8,83,"Montezuma County, CO",2023,"11,178","10,685",493,4.4
CN0808500000000,8,85,"Montrose County, CO",2023,"19,549","18,815",734,3.8
CN0808700000000,8,87,"Morgan County, CO",2023,"14,003","13,512",491,3.5
CN0808900000000,8,89,"Otero County, CO",2023,"7,284","6,958",326,4.5
CN0809100000000,8,91,"Ouray County, CO",2023,"2,467","2,385",82,3.3
CN0809300000000,8,93,"Park County, CO",2023,"9,560","9,227",333,3.5
CN0809500000000,8,95,"Phillips County, CO",2023,"2,261","2,205",56,2.5
CN0809700000000,8,97,"Pitkin County, CO",2023,"11,883","11,524",359,3.0
CN0809900000000,8,99,"Prowers County, CO",2023,"5,787","5,612",175,3.0
CN0810100000000,8,101,"Pueblo County, CO",2023,"73,709","70,246","3,463",4.7
CN0810300000000,8,103,"Rio Blanco County, CO",2023,"2,912","2,814",98,3.4
CN0810500000000,8,105,"Rio Grande County, CO",2023,"5,268","5,053",215,4.1
CN0810700000000,8,107,"Routt County, CO",2023,"14,529","14,115",414,2.8
CN0810900000000,8,109,"Saguache County, CO",2023,"3,116","2,996",120,3.9
CN0811100000000,8,111,"San Juan County, CO",2023,450,434,16,3.6
CN0811300000000,8,113,"San Miguel County, CO",2023,"5,447","5,261",186,3.4
CN0811500000000,8,115,"Sedgwick County, CO",2023,"1,058","1,022",36,3.4
CN0811700000000,8,117,"Summit County, CO",2023,"20,467","19,944",523,2.6
CN0811900000000,8,119,"Teller County, CO",2023,"12,778","12,361",417,3.3
CN0812100000000,8,121,"Washington County, CO",2023,"2,294","2,230",64,2.8
CN0812300000000,8,123,"Weld County, CO",2023,"174,156","168,094","6,062",3.5
CN0812500000000,8,125,"Yuma County, CO",2023,"5,111","5,001",110,2.2
CN0911000000000,9,110,"Capitol Planning Region, CT",2023,"509,810","493,349","16,461",3.2
CN0912000000000,9,120,"Greater Bridgeport Planning Region, CT",2023,"169,823","163,678","6,145",3.6
CN0913000000000,9,130,"Lower Connecticut River Valley Planning Region, CT",2023,"95,884","93,157","2,727",2.8
CN0914000000000,9,140,"Naugatuck Valley Planning Region, CT",2023,"237,728","229,031","8,697",3.7
CN0915000000000,9,150,"Northeastern Connecticut Planning Region, CT",2023,"50,997","49,316","1,681",3.3
CN0916000000000,9,160,"Northwest Hills Planning Region, CT",2023,"60,894","59,081","1,813",3.0
CN0917000000000,9,170,"South Central Connecticut Planning Region, CT",2023,"309,674","299,844","9,830",3.2
CN0918000000000,9,180,"Southeastern Connecticut Planning Region, CT",2023,"140,223","135,721","4,502",3.2
CN0919000000000,9,190,"Western Connecticut Planning Region, CT",2023,"338,176","328,612","9,564",2.8
CN1000100000000,10,1,"Kent County, DE",2023,"85,514","81,975","3,539",4.1
CN1000300000000,10,3,"New Castle County, DE",2023,"305,681","294,177","11,504",3.8
CN1000500000000,10,5,"Sussex County, DE",2023,"115,508","111,148","4,360",3.8
CN1100100000000,11,1,District of Columbia,2023,"405,631","385,980","19,651",4.8
CN1200100000000,12,1,"Alachua County, FL",2023,"142,056","137,413","4,643",3.3
CN1200300000000,12,3,"Baker County, FL",2023,"12,084","11,738",346,2.9
CN1200500000000,12,5,"Bay County, FL",2023,"91,026","88,386","2,640",2.9
CN1200700000000,12,7,"Bradford County, FL",2023,"10,219","9,890",329,3.2
CN1200900000000,12,9,"Brevard County, FL",2023,"303,305","293,997","9,308",3.1
CN1201100000000,12,11,"Broward County, FL",2023,"1,078,477","1,047,734","30,743",2.9
CN1201300000000,12,13,"Calhoun County, FL",2023,"4,989","4,828",161,3.2
CN1201500000000,12,15,"Charlotte County, FL",2023,"75,052","72,277","2,775",3.7
CN1201700000000,12,17,"Citrus County, FL",2023,"53,659","51,318","2,341",4.4
CN1201900000000,12,19,"Clay County, FL",2023,"113,886","110,533","3,353",2.9
CN1202100000000,12,21,"Collier County, FL",2023,"181,296","175,792","5,504",3.0
CN1202300000000,12,23,"Columbia County, FL",2023,"27,767","26,765","1,002",3.6
