LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0100100000000,1,1,"Autauga County, AL",2024,"28,467","27,702",765,2.7
CN0100300000000,1,3,"Baldwin County, AL",2024,"116,653","113,448","3,205",2.7
CN0100500000000,1,5,"Barbour County, AL",2024,"8,674","8,302",372,4.3
CN0100700000000,1,7,"Bibb County, AL",2024,"8,710","8,446",264,3.0
CN0100900000000,1,9,"Blount County, AL",2024,"26,922","26,204",718,2.7
CN0101100000000,1,11,"Bullock County, AL",2024,"4,191","4,035",156,3.7
CN0101300000000,1,13,"Butler County, AL",2024,"8,023","7,714",309,3.9
CN0101500000000,1,15,"Calhoun County, AL",2024,"49,605","47,995","1,610",3.2
CN0101700000000,1,17,"Chambers County, AL",2024,"18,142","17,636",506,2.8
CN0101900000000,1,19,"Cherokee County, AL",2024,"10,305","9,989",316,3.1
CN0102100000000,1,21,"Chilton County, AL",2024,"20,082","19,520",562,2.8
CN0102300000000,1,23,"Choctaw County, AL",2024,"4,218","4,028",190,4.5
CN0102500000000,1,25,"Clarke County, AL",2024,"8,394","7,956",438,5.2
CN0102700000000,1,27,"Clay County, AL",2024,"5,922","5,744",178,3.0
CN0102900000000,1,29,"Cleburne County, AL",2024,"6,421","6,240",181,2.8
CN0103100000000,1,31,"Coffee County, AL",2024,"23,705","22,976",729,3.1
CN0103300000000,1,33,"Colbert County, AL",2024,"25,868","25,014",854,3.3
CN0103500000000,1,35,"Conecuh County, AL",2024,"3,953","3,786",167,4.2
CN0103700000000,1,37,"Coosa County, AL",2024,"4,380","4,234",146,3.3
CN0103900000000,1,39,"Covington County, AL",2024,"15,090","14,587",503,3.3
CN0104100000000,1,41,"Crenshaw County, AL",2024,"5,512","5,323",189,3.4
CN0104300000000,1,43,"Cullman County, AL",2024,"39,736","38,655","1,081",2.7
CN0104500000000,1,45,"Dale County, AL",2024,"18,989","18,329",660,3.5
CN0104700000000,1,47,"Dallas County, AL",2024,"14,519","13,727",792,5.5
CN0104900000000,1,49,"DeKalb County, AL",2024,"32,345","31,469",876,2.7
CN0105100000000,1,51,"Elmore County, AL",2024,"42,656","41,557","1,099",2.6
CN0105300000000,1,53,"Escambia County, AL",2024,"13,099","12,560",539,4.1
CN0105500000000,1,55,"Etowah County, AL",2024,"42,095","40,710","1,385",3.3
CN0105700000000,1,57,"Fayette County, AL",2024,"6,580","6,356",224,3.4
CN0105900000000,1,59,"Franklin County, AL",2024,"13,830","13,424",406,2.9
CN0106100000000,1,61,"Geneva County, AL",2024,"11,518","11,183",335,2.9
CN0106300000000,1,63,"Greene County, AL",2024,"2,375","2,215",160,6.7
CN0106500000000,1,65,"Hale County, AL",2024,"5,565","5,327",238,4.3
CN0106700000000,1,67,"Henry County, AL",2024,"7,936","7,683",253,3.2
CN0106900000000,1,69,"Houston County, AL",2024,"48,337","46,815","1,522",3.1
CN0107100000000,1,71,"Jackson County, AL",2024,"21,061","20,323",738,3.5
CN0107300000000,1,73,"Jefferson County, AL",2024,"320,435","310,499","9,936",3.1
CN0107500000000,1,75,"Lamar County, AL",2024,"5,334","5,150",184,3.4
CN0107700000000,1,77,"Lauderdale County, AL",2024,"43,254","41,855","1,399",3.2
CN0107900000000,1,79,"Lawrence County, AL",2024,"15,870","15,438",432,2.7
CN0108100000000,1,81,"Lee County, AL",2024,"88,941","86,408","2,533",2.8
CN0108300000000,1,83,"Limestone County, AL",2024,"56,684","55,257","1,427",2.5
CN0108500000000,1,85,"Lowndes County, AL",2024,"3,846","3,666",180,4.7
CN0108700000000,1,87,"Macon County, AL",2024,"7,675","7,341",334,4.4
CN0108900000000,1,89,"Madison County, AL",2024,"219,990","214,307","5,683",2.6
CN0109100000000,1,91,"Marengo County, AL",2024,"7,379","7,083",296,4.0
CN0109300000000,1,93,"Marion County, AL",2024,"12,242","11,811",431,3.5
CN0109500000000,1,95,"Marshall County, AL",2024,"44,760","43,567","1,193",2.7
CN0109700000000,1,97,"Mobile County, AL",2024,"186,408","179,356","7,052",3.8
CN0109900000000,1,99,"Monroe County, AL",2024,"6,639","6,310",329,5.0
CN0110100000000,1,101,"Montgomery County, AL",2024,"103,732","100,238","3,494",3.4
CN0110300000000,1,103,"Morgan County, AL",2024,"60,135","58,576","1,559",2.6
CN0110500000000,1,105,"Perry County, AL",2024,"2,430","2,266",164,6.7
CN0110700000000,1,107,"Pickens County, AL",2024,"6,864","6,596",268,3.9
CN0110900000000,1,109,"Pike County, AL",2024,"15,390","14,858",532,3.5
CN0111100000000,1,111,"Randolph County, AL",2024,"8,592","8,285",307,3.6
CN0111300000000,1,113,"Russell County, AL",2024,"22,771","21,944",827,3.6
CN0111500000000,1,115,"St. Clair County, AL",2024,"45,450","44,279","1,171",2.6
CN0111700000000,1,117,"Shelby County, AL",2024,"122,895","119,936","2,959",2.4
CN0111900000000,1,119,"Sumter County, AL",2024,"4,470","4,260",210,4.7
CN0112100000000,1,121,"Talladega County, AL",2024,"34,840","33,658","1,182",3.4
CN0112300000000,1,123,"Tallapoosa County, AL",2024,"16,436","15,882",554,3.4
CN0112500000000,1,125,"Tuscaloosa County, AL",2024,"111,850","108,362","3,488",3.1
CN0112700000000,1,127,"Walker County, AL",2024,"27,120","26,292",828,3.1
CN0112900000000,1,129,"Washington County, AL",2024,"7,382","7,116",266,3.6
CN0113100000000,1,131,"Wilcox County, AL",2024,"3,491","3,276",215,6.2
CN0113300000000,1,133,"Winston County, AL",2024,"9,816","9,491",325,3.3
CN0201300000000,2,13,"Aleutians East Borough, AK",2024,"1,928","1,862",66,3.4
CN0201600000000,2,16,"Aleutians West Census Area, AK",2024,"3,517","3,399",118,3.4
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2024,"148,965","143,204","5,761",3.9
CN0205000000000,2,50,"Bethel Census Area, AK",2024,"6,654","5,935",719,10.8
CN0206000000000,2,60,"Bristol Bay Borough, AK",2024,483,464,19,3.9
CN0206300000000,2,63,"Chugach Census Area, AK",2024,"3,969","3,767",202,5.1
CN0206600000000,2,66,"Copper River Census Area, AK",2024,"1,309","1,209",100,7.6
CN0206800000000,2,68,"Denali Borough, AK",2024,"1,198","1,142",56,4.7
CN0207000000000,2,70,"Dillingham Census Area, AK",2024,"1,710","1,577",133,7.8
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2024,"45,743","43,909","1,834",4.0
CN0210000000000,2,100,"Haines Borough, AK",2024,877,807,70,8.0
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2024,"1,409","1,332",77,5.5
CN0211000000000,2,110,"Juneau Borough/city, AK",2024,"16,936","16,362",574,3.4
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2024,"27,132","25,695","1,437",5.3
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2024,"7,245","6,961",284,3.9
CN0215000000000,2,150,"Kodiak Island Borough, AK",2024,"5,719","5,446",273,4.8
CN0215800000000,2,158,"Kusilvak Census Area, AK",2024,"2,308","1,934",374,16.2
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2024,701,658,43,6.1
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2024,"52,152","49,540","2,612",5.0
CN0218000000000,2,180,"Nome Census Area, AK",2024,"4,096","3,746",350,8.5
CN0218500000000,2,185,"North Slope Borough, AK",2024,"5,637","5,444",193,3.4
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2024,"3,149","2,860",289,9.2
CN0219500000000,2,195,"Petersburg Borough, AK",2024,"1,432","1,354",78,5.4
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2024,"2,374","2,183",191,8.0
CN0222000000000,2,220,"Sitka Borough/city, AK",2024,"4,580","4,438",142,3.1
CN0223000000000,2,230,"Skagway Municipality, AK",2024,937,883,54,5.8
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2024,"3,405","3,204",201,5.9
CN0227500000000,2,275,"Wrangell Borough/city, AK",2024,803,760,43,5.4
CN0228200000000,2,282,"Yakutat Borough/city, AK",2024,369,348,21,5.7
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2024,"2,537","2,310",227,8.9
CN0400100000000,4,1,"Apache County, AZ",2024,"18,218","16,964","1,254",6.9
CN0400300000000,4,3,"Cochise County, AZ",2024,"47,983","45,945","2,038",4.2
CN0400500000000,4,5,"Coconino County, AZ",2024,"75,759","72,839","2,920",3.9
CN0400700000000,4,7,"Gila County, AZ",2024,"21,412","20,626",786,3.7
CN0400900000000,4,9,"Graham County, AZ",2024,"16,809","16,250",559,3.3
CN0401100000000,4,11,"Greenlee County, AZ",2024,"5,267","5,140",127,2.4
CN0401200000000,4,12,"La Paz County, AZ",2024,"5,961","5,622",339,5.7
CN0401300000000,4,13,"Maricopa County, AZ",2024,"2,492,391","2,414,116","78,275",3.1
CN0401500000000,4,15,"Mohave County, AZ",2024,"87,750","83,875","3,875",4.4
CN0401700000000,4,17,"Navajo County, AZ",2024,"38,122","36,043","2,079",5.5
CN0401900000000,4,19,"Pima County, AZ",2024,"493,094","475,481","17,613",3.6
CN0402100000000,4,21,"Pinal County, AZ",2024,"217,502","209,267","8,235",3.8
CN0402300000000,4,23,"Santa Cruz County, AZ",2024,"20,468","19,217","1,251",6.1
CN0402500000000,4,25,"Yavapai County, AZ",2024,"106,706","103,013","3,693",3.5
CN0402700000000,4,27,"Yuma County, AZ",2024,"98,720","86,670","12,050",12.2
CN0500100000000,5,1,"Arkansas County, AR",2024,"7,462","7,200",262,3.5
CN0500300000000,5,3,"Ashley County, AR",2024,"6,579","6,200",379,5.8
CN0500500000000,5,5,"Baxter County, AR",2024,"16,644","15,974",670,4.0
CN0500700000000,5,7,"Benton County, AR",2024,"162,868","158,537","4,331",2.7
CN0500900000000,5,9,"Boone County, AR",2024,"16,611","16,053",558,3.4
CN0501100000000,5,11,"Bradley County, AR",2024,"3,839","3,657",182,4.7
CN0501300000000,5,13,"Calhoun County, AR",2024,"2,041","1,965",76,3.7
CN0501500000000,5,15,"Carroll County, AR",2024,"11,927","11,496",431,3.6
CN0501700000000,5,17,"Chicot County, AR",2024,"3,157","2,976",181,5.7
CN0501900000000,5,19,"Clark County, AR",2024,"9,500","9,104",396,4.2
CN0502100000000,5,21,"Clay County, AR",2024,"6,059","5,828",231,3.8
CN0502300000000,5,23,"Cleburne County, AR",2024,"10,020","9,636",384,3.8
CN0502500000000,5,25,"Cleveland County, AR",2024,"3,013","2,902",111,3.7
CN0502700000000,5,27,"Columbia County, AR",2024,"8,903","8,547",356,4.0
CN0502900000000,5,29,"Conway County, AR",2024,"9,168","8,847",321,3.5
CN0503100000000,5,31,"Craighead County, AR",2024,"56,314","54,569","1,745",3.1
CN0503300000000,5,33,"Crawford County, AR",2024,"25,835","24,900",935,3.6
CN0503500000000,5,35,"Crittenden County, AR",2024,"20,654","19,743",911,4.4
CN0503700000000,5,37,"Cross County, AR",2024,"7,421","7,149",272,3.7
CN0503900000000,5,39,"Dallas County, AR",2024,"2,693","2,590",103,3.8
CN0504100000000,5,41,"Desha County, AR",2024,"4,087","3,812",275,6.7
CN0504300000000,5,43,"Drew County, AR",2024,"7,781","7,460",321,4.1
CN0504500000000,5,45,"Faulkner County, AR",2024,"65,829","63,845","1,984",3.0
CN0504700000000,5,47,"Franklin County, AR",2024,"7,269","7,021",248,3.4
CN0504900000000,5,49,"Fulton County, AR",2024,"3,967","3,796",171,4.3
CN0505100000000,5,51,"Garland County, AR",2024,"43,638","42,058","1,580",3.6
CN0505300000000,5,53,"Grant County, AR",2024,"8,727","8,475",252,2.9
CN0505500000000,5,55,"Greene County, AR",2024,"20,215","19,474",741,3.7
CN0505700000000,5,57,"Hempstead County, AR",2024,"8,341","8,029",312,3.7
CN0505900000000,5,59,"Hot Spring County, AR",2024,"13,394","12,875",519,3.9
CN0506100000000,5,61,"Howard County, AR",2024,"4,958","4,789",169,3.4
CN0506300000000,5,63,"Independence County, AR",2024,"17,805","17,254",551,3.1
CN0506500000000,5,65,"Izard County, AR",2024,"4,226","3,987",239,5.7
CN0506700000000,5,67,"Jackson County, AR",2024,"5,641","5,398",243,4.3
CN0506900000000,5,69,"Jefferson County, AR",2024,"24,566","23,350","1,216",4.9
CN0507100000000,5,71,"Johnson County, AR",2024,"10,161","9,648",513,5.0
CN0507300000000,5,73,"Lafayette County, AR",2024,"2,284","2,174",110,4.8
CN0507500000000,5,75,"Lawrence County, AR",2024,"6,658","6,412",246,3.7
CN0507700000000,5,77,"Lee County, AR",2024,"2,359","2,233",126,5.3
CN0507900000000,5,79,"Lincoln County, AR",2024,"3,350","3,172",178,5.3
CN0508100000000,5,81,"Little River County, AR",2024,"5,149","4,948",201,3.9
CN0508300000000,5,83,"Logan County, AR",2024,"8,867","8,531",336,3.8
CN0508500000000,5,85,"Lonoke County, AR",2024,"36,578","35,525","1,053",2.9
CN0508700000000,5,87,"Madison County, AR",2024,"8,255","8,014",241,2.9
CN0508900000000,5,89,"Marion County, AR",2024,"5,385","5,115",270,5.0
CN0509100000000,5,91,"Miller County, AR",2024,"17,072","16,341",731,4.3
CN0509300000000,5,93,"Mississippi County, AR",2024,"20,716","19,882",834,4.0
CN0509500000000,5,95,"Monroe County, AR",2024,"2,646","2,531",115,4.3
CN0509700000000,5,97,"Montgomery County, AR",2024,"3,042","2,903",139,4.6
CN0509900000000,5,99,"Nevada County, AR",2024,"2,497","2,368",129,5.2
CN0510100000000,5,101,"Newton County, AR",2024,"2,647","2,535",112,4.2
CN0510300000000,5,103,"Ouachita County, AR",2024,"9,167","8,774",393,4.3
CN0510500000000,5,105,"Perry County, AR",2024,"4,268","4,106",162,3.8
CN0510700000000,5,107,"Phillips County, AR",2024,"4,885","4,598",287,5.9
CN0510900000000,5,109,"Pike County, AR",2024,"4,305","4,156",149,3.5
CN0511100000000,5,111,"Poinsett County, AR",2024,"10,014","9,646",368,3.7
CN0511300000000,5,113,"Polk County, AR",2024,"7,394","7,074",320,4.3
CN0511500000000,5,115,"Pope County, AR",2024,"28,041","26,907","1,134",4.0
CN0511700000000,5,117,"Prairie County, AR",2024,"3,673","3,558",115,3.1
CN0511900000000,5,119,"Pulaski County, AR",2024,"199,193","192,152","7,041",3.5
CN0512100000000,5,121,"Randolph County, AR",2024,"7,693","7,409",284,3.7
CN0512300000000,5,123,"St. Francis County, AR",2024,"7,670","7,266",404,5.3
CN0512500000000,5,125,"Saline County, AR",2024,"65,871","64,022","1,849",2.8
CN0512700000000,5,127,"Scott County, AR",2024,"4,169","4,033",136,3.3
CN0512900000000,5,129,"Searcy County, AR",2024,"3,079","2,958",121,3.9
CN0513100000000,5,131,"Sebastian County, AR",2024,"58,877","56,896","1,981",3.4
CN0513300000000,5,133,"Sevier County, AR",2024,"7,086","6,881",205,2.9
CN0513500000000,5,135,"Sharp County, AR",2024,"6,523","6,268",255,3.9
CN0513700000000,5,137,"Stone County, AR",2024,"4,082","3,887",195,4.8
CN0513900000000,5,139,"Union County, AR",2024,"15,882","15,086",796,5.0
CN0514100000000,5,141,"Van Buren County, AR",2024,"5,899","5,648",251,4.3
CN0514300000000,5,143,"Washington County, AR",2024,"135,453","131,814","3,639",2.7
CN0514500000000,5,145,"White County, AR",2024,"34,662","33,404","1,258",3.6
CN0514700000000,5,147,"Woodruff County, AR",2024,"2,920","2,814",106,3.6
CN0514900000000,5,149,"Yell County, AR",2024,"9,376","9,068",308,3.3
CN0600100000000,6,1,"Alameda County, CA",2024,"866,320","827,716","38,604",4.5
CN0600300000000,6,3,"Alpine County, CA",2024,462,426,36,7.8
CN0600500000000,6,5,"Amador County, CA",2024,"14,952","14,134",818,5.5
CN0600700000000,6,7,"Butte County, CA",2024,"91,476","86,068","5,408",5.9
CN0600900000000,6,9,"Calaveras County, CA",2024,"17,576","16,519","1,057",6.0
CN0601100000000,6,11,"Colusa County, CA",2024,"11,291","9,819","1,472",13.0
CN0601300000000,6,13,"Contra Costa County, CA",2024,"582,277","555,990","26,287",4.5
CN0601500000000,6,15,"Del Norte County, CA",2024,"8,990","8,429",561,6.2
CN0601700000000,6,17,"El Dorado County, CA",2024,"90,236","86,027","4,209",4.7
CN0601900000000,6,19,"Fresno County, CA",2024,"469,063","431,815","37,248",7.9
CN0602100000000,6,21,"Glenn County, CA",2024,"12,143","11,285",858,7.1
CN0602300000000,6,23,"Humboldt County, CA",2024,"60,195","57,087","3,108",5.2
CN0602500000000,6,25,"Imperial County, CA",2024,"73,006","59,591","13,415",18.4
CN0602700000000,6,27,"Inyo County, CA",2024,"8,401","8,048",353,4.2
CN0602900000000,6,29,"Kern County, CA",2024,"408,114","372,823","35,291",8.6
CN0603100000000,6,31,"Kings County, CA",2024,"58,374","53,186","5,188",8.9
CN0603300000000,6,33,"Lake County, CA",2024,"25,971","24,146","1,825",7.0
CN0603500000000,6,35,"Lassen County, CA",2024,"8,171","7,657",514,6.3
CN0603700000000,6,37,"Los Angeles County, CA",2024,"5,109,754","4,812,580","297,174",5.8
CN0603900000000,6,39,"Madera County, CA",2024,"69,638","64,383","5,255",7.5
CN0604100000000,6,41,"Marin County, CA",2024,"125,363","120,432","4,931",3.9
CN0604300000000,6,43,"Mariposa County, CA",2024,"7,341","6,937",404,5.5
CN0604500000000,6,45,"Mendocino County, CA",2024,"36,495","34,475","2,020",5.5
CN0604700000000,6,47,"Merced County, CA",2024,"120,557","108,744","11,813",9.8
CN0604900000000,6,49,"Modoc County, CA",2024,"3,122","2,904",218,7.0
CN0605100000000,6,51,"Mono County, CA",2024,"8,208","7,862",346,4.2
CN0605300000000,6,53,"Monterey County, CA",2024,"221,200","205,119","16,081",7.3
CN0605500000000,6,55,"Napa County, CA",2024,"74,444","71,531","2,913",3.9
CN0605700000000,6,57,"Nevada County, CA",2024,"47,698","45,548","2,150",4.5
CN0605900000000,6,59,"Orange County, CA",2024,"1,623,252","1,559,646","63,606",3.9
CN0606100000000,6,61,"Placer County, CA",2024,"204,752","196,333","8,419",4.1
CN0606300000000,6,63,"Plumas County, CA",2024,"7,818","7,260",558,7.1
CN0606500000000,6,65,"Riverside County, CA",2024,"1,181,346","1,118,627","62,719",5.3
CN0606700000000,6,67,"Sacramento County, CA",2024,"774,732","738,199","36,533",4.7
CN0606900000000,6,69,"San Benito County, CA",2024,"34,405","32,226","2,179",6.3
CN0607100000000,6,71,"San Bernardino County, CA",2024,"1,027,773","975,213","52,560",5.1
CN0607300000000,6,73,"San Diego County, CA",2024,"1,648,486","1,577,316","71,170",4.3
CN0607500000000,6,75,"San Francisco County/city, CA",2024,"510,384","490,586","19,798",3.9
CN0607700000000,6,77,"San Joaquin County, CA",2024,"368,494","344,703","23,791",6.5
CN0607900000000,6,79,"San Luis Obispo County, CA",2024,"132,326","126,927","5,399",4.1
CN0608100000000,6,81,"San Mateo County, CA",2024,"417,346","402,203","15,143",3.6
CN0608300000000,6,83,"Santa Barbara County, CA",2024,"221,333","211,449","9,884",4.5
CN0608500000000,6,85,"Santa Clara County, CA",2024,"1,023,174","980,915","42,259",4.1
CN0608700000000,6,87,"Santa Cruz County, CA",2024,"136,095","128,019","8,076",5.9
CN0608900000000,6,89,"Shasta County, CA",2024,"79,261","75,039","4,222",5.3
CN0609100000000,6,91,"Sierra County, CA",2024,"1,362","1,288",74,5.4
CN0609300000000,6,93,"Siskiyou County, CA",2024,"16,276","15,138","1,138",7.0
CN0609500000000,6,95,"Solano County, CA",2024,"216,349","205,573","10,776",5.0
CN0609700000000,6,97,"Sonoma County, CA",2024,"246,637","236,470","10,167",4.1
CN0609900000000,6,99,"Stanislaus County, CA",2024,"253,633","236,156","17,477",6.9
CN0610100000000,6,101,"Sutter County, CA",2024,"45,753","41,819","3,934",8.6
CN0610300000000,6,103,"Tehama County, CA",2024,"27,083","25,396","1,687",6.2
CN0610500000000,6,105,"Trinity County, CA",2024,"5,417","5,105",312,5.8
CN0610700000000,6,107,"Tulare County, CA",2024,"220,976","198,138","22,838",10.3
CN0610900000000,6,109,"Tuolumne County, CA",2024,"21,415","20,297","1,118",5.2
CN0611100000000,6,111,"Ventura County, CA",2024,"420,798","401,434","19,364",4.6
CN0611300000000,6,113,"Yolo County, CA",2024,"110,995","105,021","5,974",5.4
CN0611500000000,6,115,"Yuba County, CA",2024,"35,548","33,134","2,414",6.8
CN0800100000000,8,1,"Adams County, CO",2024,"302,940","289,400","13,540",4.5
CN0800300000000,8,3,"Alamosa County, CO",2024,"7,881","7,494",387,4.9
CN0800500000000,8,5,"Arapahoe County, CO",2024,"377,424","361,744","15,680",4.2
CN0800700000000,8,7,"Archuleta County, CO",2024,"6,756","6,470",286,4.2
CN0800900000000,8,9,"Baca County, CO",2024,"1,668","1,612",56,3.4
CN0801100000000,8,11,"Bent County, CO",2024,"1,764","1,678",86,4.9
CN0801300000000,8,13,"Boulder County, CO",2024,"193,777","185,632","8,145",4.2
CN0801400000000,8,14,"Broomfield County/city, CO",2024,"45,753","43,893","1,860",4.1
CN0801500000000,8,15,"Chaffee County, CO",2024,"10,036","9,637",399,4.0
CN0801700000000,8,17,"Cheyenne County, CO",2024,965,937,28,2.9
CN0801900000000,8,19,"Clear Creek County, CO",2024,"5,729","5,501",228,4.0
CN0802100000000,8,21,"Conejos County, CO",2024,"3,445","3,292",153,4.4
CN0802300000000,8,23,"Costilla County, CO",2024,"1,319","1,225",94,7.1
CN0802500000000,8,25,"Crowley County, CO",2024,"1,750","1,678",72,4.1
CN0802700000000,8,27,"Custer County, CO",2024,"2,177","2,083",94,4.3
CN0802900000000,8,29,"Delta County, CO",2024,"12,116","11,457",659,5.4
CN0803100000000,8,31,"Denver County/city, CO",2024,"450,742","430,858","19,884",4.4
CN0803300000000,8,33,"Dolores County, CO",2024,"1,070","1,022",48,4.5
CN0803500000000,8,35,"Douglas County, CO",2024,"224,147","215,300","8,847",3.9
CN0803700000000,8,37,"Eagle County, CO",2024,"35,033","33,804","1,229",3.5
CN0803900000000,8,39,"Elbert County, CO",2024,"16,241","15,637",604,3.7
CN0804100000000,8,41,"El Paso County, CO",2024,"382,933","366,543","16,390",4.3
CN0804300000000,8,43,"Fremont County, CO",2024,"15,784","14,841",943,6.0
CN0804500000000,8,45,"Garfield County, CO",2024,"33,999","32,774","1,225",3.6
CN0804700000000,8,47,"Gilpin County, CO",2024,"3,718","3,582",136,3.7
CN0804900000000,8,49,"Grand County, CO",2024,"9,473","9,145",328,3.5
CN0805100000000,8,51,"Gunnison County, CO",2024,"10,907","10,533",374,3.4
CN0805300000000,8,53,"Hinsdale County, CO",2024,375,361,14,3.7
CN0805500000000,8,55,"Huerfano County, CO",2024,"2,490","2,314",176,7.1
CN0805700000000,8,57,"Jackson County, CO",2024,717,690,27,3.8
CN0805900000000,8,59,"Jefferson County, CO",2024,"340,704","326,724","13,980",4.1
CN0806100000000,8,61,"Kiowa County, CO",2024,734,709,25,3.4
CN0806300000000,8,63,"Kit Carson County, CO",2024,"3,820","3,693",127,3.3
CN0806500000000,8,65,"Lake County, CO",2024,"4,655","4,492",163,3.5
CN0806700000000,8,67,"La Plata County, CO",2024,"29,514","28,299","1,215",4.1
CN0806900000000,8,69,"Larimer County, CO",2024,"208,235","199,747","8,488",4.1
CN0807100000000,8,71,"Las Animas County, CO",2024,"5,871","5,500",371,6.3
CN0807300000000,8,73,"Lincoln County, CO",2024,"1,681","1,604",77,4.6
CN0807500000000,8,75,"Logan County, CO",2024,"10,484","10,103",381,3.6
CN0807700000000,8,77,"Mesa County, CO",2024,"80,029","76,484","3,545",4.4
CN0807900000000,8,79,"Mineral County, CO",2024,422,401,21,5.0
CN0808100000000,8,81,"Moffat County, CO",2024,"6,461","6,182",279,4.3
CN0808300000000,8,83,"Montezuma County, CO",2024,"11,319","10,725",594,5.2
CN0808500000000,8,85,"Montrose County, CO",2024,"20,088","19,155",933,4.6
CN0808700000000,8,87,"Morgan County, CO",2024,"14,396","13,791",605,4.2
CN0808900000000,8,89,"Otero County, CO",2024,"7,258","6,861",397,5.5
CN0809100000000,8,91,"Ouray County, CO",2024,"2,495","2,384",111,4.4
CN0809300000000,8,93,"Park County, CO",2024,"9,594","9,187",407,4.2
CN0809500000000,8,95,"Phillips County, CO",2024,"2,298","2,225",73,3.2
CN0809700000000,8,97,"Pitkin County, CO",2024,"12,310","11,851",459,3.7
CN0809900000000,8,99,"Prowers County, CO",2024,"5,772","5,558",214,3.7
CN0810100000000,8,101,"Pueblo County, CO",2024,"73,699","69,375","4,324",5.9
CN0810300000000,8,103,"Rio Blanco County, CO",2024,"2,931","2,805",126,4.3
CN0810500000000,8,105,"Rio Grande County, CO",2024,"5,343","5,058",285,5.3
CN0810700000000,8,107,"Routt County, CO",2024,"14,854","14,308",546,3.7
CN0810900000000,8,109,"Saguache County, CO",2024,"3,216","3,070",146,4.5
CN0811100000000,8,111,"San Juan County, CO",2024,496,478,18,3.6
CN0811300000000,8,113,"San Miguel County, CO",2024,"5,576","5,354",222,4.0
CN0811500000000,8,115,"Sedgwick County, CO",2024,"1,056","1,016",40,3.8
CN0811700000000,8,117,"Summit County, CO",2024,"20,972","20,303",669,3.2
CN0811900000000,8,119,"Teller County, CO",2024,"12,983","12,437",546,4.2
CN0812100000000,8,121,"Washington County, CO",2024,"2,338","2,256",82,3.5
CN0812300000000,8,123,"Weld County, CO",2024,"177,807","169,806","8,001",4.5
CN0812500000000,8,125,"Yuma County, CO",2024,"5,235","5,090",145,2.8
CN0911000000000,9,110,"Capitol Planning Region, CT",2024,"516,419","499,647","16,772",3.2
CN0912000000000,9,120,"Greater Bridgeport Planning Region, CT",2024,"172,850","166,564","6,286",3.6
CN0913000000000,9,130,"Lower Connecticut River Valley Planning Region, CT",2024,"97,116","94,417","2,699",2.8
CN0914000000000,9,140,"Naugatuck Valley Planning Region, CT",2024,"240,884","232,158","8,726",3.6
CN0915000000000,9,150,"Northeastern Connecticut Planning Region, CT",2024,"51,200","49,613","1,587",3.1
CN0916000000000,9,160,"Northwest Hills Planning Region, CT",2024,"62,202","60,455","1,747",2.8
CN0917000000000,9,170,"South Central Connecticut Planning Region, CT",2024,"316,638","306,619","10,019",3.2
CN0918000000000,9,180,"Southeastern Connecticut Planning Region, CT",2024,"143,154","138,736","4,418",3.1
CN0919000000000,9,190,"Western Connecticut Planning Region, CT",2024,"343,957","334,428","9,529",2.8
CN1000100000000,10,1,"Kent County, DE",2024,"85,300","81,873","3,427",4.0
CN1000300000000,10,3,"New Castle County, DE",2024,"303,970","292,908","11,062",3.6
CN1000500000000,10,5,"Sussex County, DE",2024,"117,571","113,394","4,177",3.6
CN1100100000000,11,1,District of Columbia,2024,"416,148","394,332","21,816",5.2
CN1200100000000,12,1,"Alachua County, FL",2024,"142,532","137,173","5,359",3.8
CN1200300000000,12,3,"Baker County, FL",2024,"12,169","11,774",395,3.2
CN1200500000000,12,5,"Bay County, FL",2024,"92,497","89,444","3,053",3.3
CN1200700000000,12,7,"Bradford County, FL",2024,"10,321","9,938",383,3.7
CN1200900000000,12,9,"Brevard County, FL",2024,"305,394","294,703","10,691",3.5
CN1201100000000,12,11,"Broward County, FL",2024,"1,086,091","1,051,718","34,373",3.2
CN1201300000000,12,13,"Calhoun County, FL",2024,"5,062","4,875",187,3.7
CN1201500000000,12,15,"Charlotte County, FL",2024,"77,379","74,181","3,198",4.1
CN1201700000000,12,17,"Citrus County, FL",2024,"53,829","51,137","2,692",5.0
CN1201900000000,12,19,"Clay County, FL",2024,"114,967","111,093","3,874",3.4
CN1202100000000,12,21,"Collier County, FL",2024,"185,986","179,751","6,235",3.4
CN1202300000000,12,23,"Columbia County, FL",2024,"27,927","26,798","1,129",4.0
CN1202700000000,12,27,"DeSoto County, FL",2024,"12,614","12,101",513,4.1
