LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN0211000000000,2,110,"Juneau Borough/city, AK",2022,"16,783","16,281",502,3.0
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2022,"26,812","25,472","1,340",5.0
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2022,"7,116","6,848",268,3.8
CN0215000000000,2,150,"Kodiak Island Borough, AK",2022,"5,901","5,638",263,4.5
CN0215800000000,2,158,"Kusilvak Census Area, AK",2022,"2,310","2,007",303,13.1
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2022,687,650,37,5.4
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2022,"50,964","48,528","2,436",4.8
CN0218000000000,2,180,"Nome Census Area, AK",2022,"4,070","3,775",295,7.2
CN0218500000000,2,185,"North Slope Borough, AK",2022,"4,973","4,801",172,3.5
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2022,"2,833","2,574",259,9.1
CN0219500000000,2,195,"Petersburg Borough, AK",2022,"1,490","1,403",87,5.8
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2022,"2,385","2,235",150,6.3
CN0222000000000,2,220,"Sitka Borough/city, AK",2022,"4,521","4,390",131,2.9
CN0223000000000,2,230,"Skagway Municipality, AK",2022,823,771,52,6.3
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2022,"2,978","2,802",176,5.9
CN0227500000000,2,275,"Wrangell Borough/city, AK",2022,718,676,42,5.8
CN0228200000000,2,282,"Yakutat Borough/city, AK",2022,379,362,17,4.5
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2022,"2,487","2,292",195,7.8
CN0400100000000,4,1,"Apache County, AZ",2022,"18,555","17,201","1,354",7.3
CN0400300000000,4,3,"Cochise County, AZ",2022,"47,400","45,277","2,123",4.5
CN0400500000000,4,5,"Coconino County, AZ",2022,"72,287","69,141","3,146",4.4
CN0400700000000,4,7,"Gila County, AZ",2022,"20,769","19,934",835,4.0
CN0400900000000,4,9,"Graham County, AZ",2022,"15,992","15,423",569,3.6
CN0401100000000,4,11,"Greenlee County, AZ",2022,"5,047","4,913",134,2.7
CN0401200000000,4,12,"La Paz County, AZ",2022,"5,760","5,397",363,6.3
CN0401300000000,4,13,"Maricopa County, AZ",2022,"2,385,640","2,307,503","78,137",3.3
CN0401500000000,4,15,"Mohave County, AZ",2022,"85,730","81,716","4,014",4.7
CN0401700000000,4,17,"Navajo County, AZ",2022,"36,744","34,744","2,000",5.4
CN0401900000000,4,19,"Pima County, AZ",2022,"488,171","469,853","18,318",3.8
CN0402100000000,4,21,"Pinal County, AZ",2022,"201,274","193,829","7,445",3.7
CN0402300000000,4,23,"Santa Cruz County, AZ",2022,"20,331","18,918","1,413",6.9
CN0402500000000,4,25,"Yavapai County, AZ",2022,"103,270","99,557","3,713",3.6
CN0402700000000,4,27,"Yuma County, AZ",2022,"97,625","85,781","11,844",12.1
CN0500100000000,5,1,"Arkansas County, AR",2022,"8,064","7,779",285,3.5
CN0500300000000,5,3,"Ashley County, AR",2022,"6,608","6,259",349,5.3
CN0500500000000,5,5,"Baxter County, AR",2022,"15,962","15,395",567,3.6
CN0500700000000,5,7,"Benton County, AR",2022,"153,068","149,515","3,553",2.3
CN0500900000000,5,9,"Boone County, AR",2022,"16,494","16,052",442,2.7
CN0501100000000,5,11,"Bradley County, AR",2022,"3,804","3,613",191,5.0
CN0501300000000,5,13,"Calhoun County, AR",2022,"1,812","1,745",67,3.7
CN0501500000000,5,15,"Carroll County, AR",2022,"11,983","11,626",357,3.0
CN0501700000000,5,17,"Chicot County, AR",2022,"3,346","3,169",177,5.3
CN0501900000000,5,19,"Clark County, AR",2022,"9,236","8,877",359,3.9
CN0502100000000,5,21,"Clay County, AR",2022,"5,979","5,772",207,3.5
CN0502300000000,5,23,"Cleburne County, AR",2022,"9,754","9,390",364,3.7
CN0502500000000,5,25,"Cleveland County, AR",2022,"2,956","2,846",110,3.7
CN0502700000000,5,27,"Columbia County, AR",2022,"8,836","8,480",356,4.0
CN0502900000000,5,29,"Conway County, AR",2022,"9,284","8,984",300,3.2
CN0503100000000,5,31,"Craighead County, AR",2022,"54,593","53,088","1,505",2.8
CN0503300000000,5,33,"Crawford County, AR",2022,"25,238","24,451",787,3.1
CN0503500000000,5,35,"Crittenden County, AR",2022,"20,397","19,608",789,3.9
CN0503700000000,5,37,"Cross County, AR",2022,"7,297","7,047",250,3.4
CN0503900000000,5,39,"Dallas County, AR",2022,"2,717","2,616",101,3.7
CN0504100000000,5,41,"Desha County, AR",2022,"4,222","3,976",246,5.8
CN0504300000000,5,43,"Drew County, AR",2022,"7,619","7,317",302,4.0
CN0504500000000,5,45,"Faulkner County, AR",2022,"62,290","60,522","1,768",2.8
CN0504700000000,5,47,"Franklin County, AR",2022,"7,084","6,854",230,3.2
CN0504900000000,5,49,"Fulton County, AR",2022,"4,274","4,113",161,3.8
CN0505100000000,5,51,"Garland County, AR",2022,"43,643","42,110","1,533",3.5
CN0505300000000,5,53,"Grant County, AR",2022,"8,345","8,098",247,3.0
CN0505500000000,5,55,"Greene County, AR",2022,"19,899","19,280",619,3.1
CN0505700000000,5,57,"Hempstead County, AR",2022,"8,532","8,255",277,3.2
CN0505900000000,5,59,"Hot Spring County, AR",2022,"13,300","12,846",454,3.4
CN0506100000000,5,61,"Howard County, AR",2022,"5,125","4,958",167,3.3
CN0506300000000,5,63,"Independence County, AR",2022,"16,976","16,437",539,3.2
CN0506500000000,5,65,"Izard County, AR",2022,"4,003","3,780",223,5.6
CN0506700000000,5,67,"Jackson County, AR",2022,"5,592","5,336",256,4.6
CN0506900000000,5,69,"Jefferson County, AR",2022,"24,845","23,585","1,260",5.1
CN0507100000000,5,71,"Johnson County, AR",2022,"10,345","9,954",391,3.8
CN0507300000000,5,73,"Lafayette County, AR",2022,"2,307","2,205",102,4.4
CN0507500000000,5,75,"Lawrence County, AR",2022,"6,592","6,360",232,3.5
CN0507700000000,5,77,"Lee County, AR",2022,"2,428","2,316",112,4.6
CN0507900000000,5,79,"Lincoln County, AR",2022,"3,360","3,205",155,4.6
CN0508100000000,5,81,"Little River County, AR",2022,"5,023","4,834",189,3.8
CN0508300000000,5,83,"Logan County, AR",2022,"8,902","8,606",296,3.3
CN0508500000000,5,85,"Lonoke County, AR",2022,"34,948","34,015",933,2.7
CN0508700000000,5,87,"Madison County, AR",2022,"7,890","7,701",189,2.4
CN0508900000000,5,89,"Marion County, AR",2022,"5,561","5,333",228,4.1
CN0509100000000,5,91,"Miller County, AR",2022,"16,645","15,953",692,4.2
CN0509300000000,5,93,"Mississippi County, AR",2022,"17,826","17,014",812,4.6
CN0509500000000,5,95,"Monroe County, AR",2022,"2,789","2,681",108,3.9
CN0509700000000,5,97,"Montgomery County, AR",2022,"2,981","2,854",127,4.3
CN0509900000000,5,99,"Nevada County, AR",2022,"2,721","2,592",129,4.7
CN0510100000000,5,101,"Newton County, AR",2022,"2,602","2,515",87,3.3
CN0510300000000,5,103,"Ouachita County, AR",2022,"9,685","9,334",351,3.6
CN0510500000000,5,105,"Perry County, AR",2022,"4,086","3,940",146,3.6
CN0510700000000,5,107,"Phillips County, AR",2022,"5,131","4,811",320,6.2
CN0510900000000,5,109,"Pike County, AR",2022,"4,339","4,199",140,3.2
CN0511100000000,5,111,"Poinsett County, AR",2022,"9,839","9,524",315,3.2
CN0511300000000,5,113,"Polk County, AR",2022,"7,412","7,142",270,3.6
CN0511500000000,5,115,"Pope County, AR",2022,"26,308","25,296","1,012",3.8
CN0511700000000,5,117,"Prairie County, AR",2022,"3,563","3,463",100,2.8
CN0511900000000,5,119,"Pulaski County, AR",2022,"191,596","185,254","6,342",3.3
CN0512100000000,5,121,"Randolph County, AR",2022,"7,331","7,090",241,3.3
CN0512300000000,5,123,"St. Francis County, AR",2022,"7,642","7,302",340,4.4
CN0512500000000,5,125,"Saline County, AR",2022,"62,415","60,818","1,597",2.6
CN0512700000000,5,127,"Scott County, AR",2022,"4,005","3,895",110,2.7
CN0512900000000,5,129,"Searcy County, AR",2022,"3,146","3,023",123,3.9
CN0513100000000,5,131,"Sebastian County, AR",2022,"58,314","56,665","1,649",2.8
CN0513300000000,5,133,"Sevier County, AR",2022,"6,864","6,670",194,2.8
CN0513500000000,5,135,"Sharp County, AR",2022,"6,151","5,917",234,3.8
CN0513700000000,5,137,"Stone County, AR",2022,"3,965","3,784",181,4.6
CN0513900000000,5,139,"Union County, AR",2022,"15,880","15,205",675,4.3
CN0514100000000,5,141,"Van Buren County, AR",2022,"5,781","5,542",239,4.1
CN0514300000000,5,143,"Washington County, AR",2022,"128,466","125,359","3,107",2.4
CN0514500000000,5,145,"White County, AR",2022,"33,390","32,261","1,129",3.4
CN0514700000000,5,147,"Woodruff County, AR",2022,"2,816","2,725",91,3.2
CN0514900000000,5,149,"Yell County, AR",2022,"9,020","8,739",281,3.1
CN0600100000000,6,1,"Alameda County, CA",2022,"856,586","829,122","27,464",3.2
CN0600300000000,6,3,"Alpine County, CA",2022,360,331,29,8.1
CN0600500000000,6,5,"Amador County, CA",2022,"14,484","13,820",664,4.6
CN0600700000000,6,7,"Butte County, CA",2022,"89,903","85,789","4,114",4.6
CN0600900000000,6,9,"Calaveras County, CA",2022,"17,468","16,650",818,4.7
CN0601100000000,6,11,"Colusa County, CA",2022,"10,632","9,427","1,205",11.3
CN0601300000000,6,13,"Contra Costa County, CA",2022,"575,403","555,679","19,724",3.4
CN0601500000000,6,15,"Del Norte County, CA",2022,"8,784","8,296",488,5.6
CN0601700000000,6,17,"El Dorado County, CA",2022,"87,405","84,215","3,190",3.6
CN0601900000000,6,19,"Fresno County, CA",2022,"445,694","416,258","29,436",6.6
CN0602100000000,6,21,"Glenn County, CA",2022,"11,852","11,154",698,5.9
CN0602300000000,6,23,"Humboldt County, CA",2022,"58,065","55,664","2,401",4.1
CN0602500000000,6,25,"Imperial County, CA",2022,"68,096","57,643","10,453",15.4
CN0602700000000,6,27,"Inyo County, CA",2022,"7,882","7,563",319,4.0
CN0602900000000,6,29,"Kern County, CA",2022,"393,030","365,298","27,732",7.1
CN0603100000000,6,31,"Kings County, CA",2022,"54,655","50,600","4,055",7.4
CN0603300000000,6,33,"Lake County, CA",2022,"24,772","23,307","1,465",5.9
CN0603500000000,6,35,"Lassen County, CA",2022,"8,112","7,699",413,5.1
CN0603700000000,6,37,"Los Angeles County, CA",2022,"5,021,804","4,771,748","250,056",5.0
CN0603900000000,6,39,"Madera County, CA",2022,"65,563","61,586","3,977",6.1
CN0604100000000,6,41,"Marin County, CA",2022,"123,650","120,110","3,540",2.9
CN0604300000000,6,43,"Mariposa County, CA",2022,"6,772","6,442",330,4.9
CN0604500000000,6,45,"Mendocino County, CA",2022,"35,892","34,306","1,586",4.4
CN0604700000000,6,47,"Merced County, CA",2022,"115,413","106,352","9,061",7.9
CN0604900000000,6,49,"Modoc County, CA",2022,"3,010","2,835",175,5.8
CN0605100000000,6,51,"Mono County, CA",2022,"8,099","7,784",315,3.9
CN0605300000000,6,53,"Monterey County, CA",2022,"215,323","202,011","13,312",6.2
CN0605500000000,6,55,"Napa County, CA",2022,"70,993","68,689","2,304",3.2
CN0605700000000,6,57,"Nevada County, CA",2022,"45,393","43,690","1,703",3.8
CN0605900000000,6,59,"Orange County, CA",2022,"1,593,439","1,542,347","51,092",3.2
CN0606100000000,6,61,"Placer County, CA",2022,"195,206","189,079","6,127",3.1
CN0606300000000,6,63,"Plumas County, CA",2022,"7,451","6,960",491,6.6
CN0606500000000,6,65,"Riverside County, CA",2022,"1,140,443","1,091,790","48,653",4.3
CN0606700000000,6,67,"Sacramento County, CA",2022,"749,320","720,138","29,182",3.9
CN0606900000000,6,69,"San Benito County, CA",2022,"33,790","32,117","1,673",5.0
CN0607100000000,6,71,"San Bernardino County, CA",2022,"1,000,089","958,080","42,009",4.2
CN0607300000000,6,73,"San Diego County, CA",2022,"1,609,814","1,554,722","55,092",3.4
CN0607500000000,6,75,"San Francisco County/city, CA",2022,"517,152","502,854","14,298",2.8
CN0607700000000,6,77,"San Joaquin County, CA",2022,"356,743","338,244","18,499",5.2
CN0607900000000,6,79,"San Luis Obispo County, CA",2022,"131,147","126,900","4,247",3.2
CN0608100000000,6,81,"San Mateo County, CA",2022,"425,430","414,536","10,894",2.6
CN0608300000000,6,83,"Santa Barbara County, CA",2022,"217,878","209,965","7,913",3.6
CN0608500000000,6,85,"Santa Clara County, CA",2022,"1,009,213","981,157","28,056",2.8
CN0608700000000,6,87,"Santa Cruz County, CA",2022,"133,864","127,472","6,392",4.8
CN0608900000000,6,89,"Shasta County, CA",2022,"76,152","72,752","3,400",4.5
CN0609100000000,6,91,"Sierra County, CA",2022,"1,292","1,234",58,4.5
CN0609300000000,6,93,"Siskiyou County, CA",2022,"15,900","14,933",967,6.1
CN0609500000000,6,95,"Solano County, CA",2022,"209,671","201,009","8,662",4.1
CN0609700000000,6,97,"Sonoma County, CA",2022,"244,521","236,687","7,834",3.2
CN0609900000000,6,99,"Stanislaus County, CA",2022,"245,085","231,748","13,337",5.4
CN0610100000000,6,101,"Sutter County, CA",2022,"44,406","41,306","3,100",7.0
CN0610300000000,6,103,"Tehama County, CA",2022,"26,587","25,314","1,273",4.8
CN0610500000000,6,105,"Trinity County, CA",2022,"5,232","4,991",241,4.6
CN0610700000000,6,107,"Tulare County, CA",2022,"209,435","192,179","17,256",8.2
CN0610900000000,6,109,"Tuolumne County, CA",2022,"20,245","19,337",908,4.5
CN0611100000000,6,111,"Ventura County, CA",2022,"412,389","397,010","15,379",3.7
CN0611300000000,6,113,"Yolo County, CA",2022,"107,731","103,194","4,537",4.2
CN0611500000000,6,115,"Yuba County, CA",2022,"33,548","31,756","1,792",5.3
CN0800100000000,8,1,"Adams County, CO",2022,"295,083","285,408","9,675",3.3
CN0800300000000,8,3,"Alamosa County, CO",2022,"7,893","7,586",307,3.9
CN0800500000000,8,5,"Arapahoe County, CO",2022,"372,539","360,852","11,687",3.1
CN0800700000000,8,7,"Archuleta County, CO",2022,"6,450","6,229",221,3.4
CN0800900000000,8,9,"Baca County, CO",2022,"1,655","1,620",35,2.1
CN0801100000000,8,11,"Bent County, CO",2022,"1,687","1,616",71,4.2
CN0801300000000,8,13,"Boulder County, CO",2022,"191,787","186,583","5,204",2.7
CN0801400000000,8,14,"Broomfield County/city, CO",2022,"44,492","43,329","1,163",2.6
CN0801500000000,8,15,"Chaffee County, CO",2022,"9,584","9,318",266,2.8
CN0801700000000,8,17,"Cheyenne County, CO",2022,944,924,20,2.1
CN0801900000000,8,19,"Clear Creek County, CO",2022,"5,811","5,629",182,3.1
CN0802100000000,8,21,"Conejos County, CO",2022,"3,567","3,443",124,3.5
CN0802300000000,8,23,"Costilla County, CO",2022,"1,301","1,229",72,5.5
CN0802500000000,8,25,"Crowley County, CO",2022,"1,719","1,669",50,2.9
CN0802700000000,8,27,"Custer County, CO",2022,"2,194","2,123",71,3.2
CN0802900000000,8,29,"Delta County, CO",2022,"11,422","10,930",492,4.3
CN0803100000000,8,31,"Denver County/city, CO",2022,"441,092","427,645","13,447",3.0
CN0803300000000,8,33,"Dolores County, CO",2022,"1,100","1,062",38,3.5
CN0803500000000,8,35,"Douglas County, CO",2022,"215,655","210,255","5,400",2.5
CN0803700000000,8,37,"Eagle County, CO",2022,"33,891","32,958",933,2.8
CN0803900000000,8,39,"Elbert County, CO",2022,"15,511","15,118",393,2.5
CN0804100000000,8,41,"El Paso County, CO",2022,"368,397","356,481","11,916",3.2
CN0804300000000,8,43,"Fremont County, CO",2022,"15,169","14,458",711,4.7
CN0804500000000,8,45,"Garfield County, CO",2022,"32,260","31,297",963,3.0
CN0804700000000,8,47,"Gilpin County, CO",2022,"3,659","3,553",106,2.9
CN0804900000000,8,49,"Grand County, CO",2022,"9,003","8,751",252,2.8
CN0805100000000,8,51,"Gunnison County, CO",2022,"10,427","10,144",283,2.7
CN0805300000000,8,53,"Hinsdale County, CO",2022,364,353,11,3.0
CN0805500000000,8,55,"Huerfano County, CO",2022,"2,365","2,211",154,6.5
CN0805700000000,8,57,"Jackson County, CO",2022,737,717,20,2.7
CN0805900000000,8,59,"Jefferson County, CO",2022,"335,455","325,805","9,650",2.9
CN0806100000000,8,61,"Kiowa County, CO",2022,722,706,16,2.2
CN0806300000000,8,63,"Kit Carson County, CO",2022,"3,804","3,714",90,2.4
CN0806500000000,8,65,"Lake County, CO",2022,"4,296","4,176",120,2.8
CN0806700000000,8,67,"La Plata County, CO",2022,"28,631","27,687",944,3.3
CN0806900000000,8,69,"Larimer County, CO",2022,"201,982","196,079","5,903",2.9
CN0807100000000,8,71,"Las Animas County, CO",2022,"5,974","5,691",283,4.7
CN0807300000000,8,73,"Lincoln County, CO",2022,"1,672","1,610",62,3.7
CN0807500000000,8,75,"Logan County, CO",2022,"10,523","10,237",286,2.7
CN0807700000000,8,77,"Mesa County, CO",2022,"78,074","75,392","2,682",3.4
CN0807900000000,8,79,"Mineral County, CO",2022,395,381,14,3.5
CN0808100000000,8,81,"Moffat County, CO",2022,"6,217","5,996",221,3.6
CN0808300000000,8,83,"Montezuma County, CO",2022,"11,198","10,728",470,4.2
CN0808500000000,8,85,"Montrose County, CO",2022,"19,329","18,599",730,3.8
CN0808700000000,8,87,"Morgan County, CO",2022,"13,971","13,459",512,3.7
CN0808900000000,8,89,"Otero County, CO",2022,"7,350","7,019",331,4.5
CN0809100000000,8,91,"Ouray County, CO",2022,"2,399","2,320",79,3.3
CN0809300000000,8,93,"Park County, CO",2022,"9,415","9,120",295,3.1
CN0809500000000,8,95,"Phillips County, CO",2022,"2,266","2,213",53,2.3
CN0809700000000,8,97,"Pitkin County, CO",2022,"11,586","11,242",344,3.0
CN0809900000000,8,99,"Prowers County, CO",2022,"5,752","5,577",175,3.0
CN0810100000000,8,101,"Pueblo County, CO",2022,"74,106","70,703","3,403",4.6
CN0810300000000,8,103,"Rio Blanco County, CO",2022,"2,941","2,830",111,3.8
CN0810500000000,8,105,"Rio Grande County, CO",2022,"5,206","4,978",228,4.4
CN0810700000000,8,107,"Routt County, CO",2022,"14,029","13,635",394,2.8
CN0810900000000,8,109,"Saguache County, CO",2022,"3,006","2,894",112,3.7
CN0811100000000,8,111,"San Juan County, CO",2022,424,409,15,3.5
CN0811300000000,8,113,"San Miguel County, CO",2022,"5,384","5,207",177,3.3
CN0811500000000,8,115,"Sedgwick County, CO",2022,"1,032","1,003",29,2.8
CN0811700000000,8,117,"Summit County, CO",2022,"19,879","19,389",490,2.5
CN0811900000000,8,119,"Teller County, CO",2022,"12,705","12,305",400,3.1
CN0812100000000,8,121,"Washington County, CO",2022,"2,303","2,238",65,2.8
CN0812300000000,8,123,"Weld County, CO",2022,"170,031","164,353","5,678",3.3
CN0812500000000,8,125,"Yuma County, CO",2022,"5,154","5,043",111,2.2
CN0911000000000,9,110,"Capitol Planning Region, CT",2022,"513,164","491,740","21,424",4.2
CN0912000000000,9,120,"Greater Bridgeport Planning Region, CT",2022,"170,219","162,555","7,664",4.5
CN0913000000000,9,130,"Lower Connecticut River Valley Planning Region, CT",2022,"96,579","93,072","3,507",3.6
CN0914000000000,9,140,"Naugatuck Valley Planning Region, CT",2022,"240,342","229,563","10,779",4.5
CN0915000000000,9,150,"Northeastern Connecticut Planning Region, CT",2022,"51,811","49,692","2,119",4.1
CN0916000000000,9,160,"Northwest Hills Planning Region, CT",2022,"61,745","59,350","2,395",3.9
CN0917000000000,9,170,"South Central Connecticut Planning Region, CT",2022,"312,863","300,286","12,577",4.0
CN0918000000000,9,180,"Southeastern Connecticut Planning Region, CT",2022,"140,903","134,905","5,998",4.3
CN0919000000000,9,190,"Western Connecticut Planning Region, CT",2022,"338,094","326,406","11,688",3.5
CN1000100000000,10,1,"Kent County, DE",2022,"84,683","80,776","3,907",4.6
CN1000300000000,10,3,"New Castle County, DE",2022,"300,268","287,944","12,324",4.1
CN1000500000000,10,5,"Sussex County, DE",2022,"113,207","108,508","4,699",4.2
CN1100100000000,11,1,District of Columbia,2022,"393,025","374,524","18,501",4.7
CN1200100000000,12,1,"Alachua County, FL",2022,"139,185","134,917","4,268",3.1
CN1200300000000,12,3,"Baker County, FL",2022,"11,741","11,416",325,2.8
CN1200500000000,12,5,"Bay County, FL",2022,"88,273","85,743","2,530",2.9
CN1200700000000,12,7,"Bradford County, FL",2022,"10,201","9,861",340,3.3
CN1200900000000,12,9,"Brevard County, FL",2022,"293,765","284,963","8,802",3.0
CN1201100000000,12,11,"Broward County, FL",2022,"1,051,488","1,020,602","30,886",2.9
CN1201300000000,12,13,"Calhoun County, FL",2022,"4,863","4,704",159,3.3
CN1201500000000,12,15,"Charlotte County, FL",2022,"72,117","69,360","2,757",3.8
CN1201700000000,12,17,"Citrus County, FL",2022,"52,360","50,196","2,164",4.1
CN1201900000000,12,19,"Clay County, FL",2022,"110,524","107,469","3,055",2.8
CN1202100000000,12,21,"Collier County, FL",2022,"174,888","169,516","5,372",3.1
CN1202300000000,12,23,"Columbia County, FL",2022,"27,142","26,180",962,3.5
